551,Das A-Team – Der Film,Extended Cut,119,BluRay,,,
552,The Mechanic,Jeder Job hat seinen Preis,92,BluRay,,,
553,Inception,,148,BluRay,,,
554,Whistleblower,In gefährlicher Mission,112,BluRay,,,
555,Killer Elite,Möge der Beste überleben,116,BluRay,,,
556,Shooter,,126,BluRay,,,
557,Hangover 2,,102,BluRay,,X,
558,Hangover,Extended Cut,108,BluRay,,,
559,Wer ist Hanna?,,111,BluRay,,,
560,Timecrimes,,88,DVD (TV-Movie),,X,
561,Gesetz der Strasse,Brooklyn's Finest,127,DVD (TV-Movie),,X,
562,Brothers,"Zwei Brüder ,eine Liebe",100,DVD (TV-Movie),,X,
563,R.I.F.,Ich werde Dich finden,86,DVD (TV-Movie),,X,
564,After Life,,99,DVD (TV-Movie),,X,
565,Jobkiller,,117,DVD (TV-Movie),,X,
566,Spiel mit der Angst,,91,DVD (TV-Movie),,X,
567,Julia's Eyes,,112,DVD (TV-Movie),,X,
568,Chloe,,92,DVD (TV-Movie),,X,
569,The Killing Floor,,94,DVD (TV-Movie),,X,
570,Trust,Die Spur führt ins Netz,101,DVD (TV-Movie),,X,
571,Das Recht auf Rache,Im Fadenkreuz des Clans,117,DVD (TV-Movie),,X,
572,Auf brennender Erde,,102,DVD (TV-Movie),,X,
573,How I Met Your Mother,Season 1 – 6,,DVD,,,
574,Stirb Langsam 4.0,,129,BluRay,,,
575,SALT,Wer ist Salt?,104,BluRay,,,
576,The Ledge,Am Abgrund,101,BluRay,,,
577,Irgendwann in Mexico,,102,BluRay,,,
578,Looper,,119,BluRay,,,
579,Faster,"Gerechtigkeit ist schnell, Rache ist schneller",98,BluRay,,,
580,In Time,Deine Zeit läuft ab,109,BluRay,,,
581,The Grey,Unter Wölfen,117,BluRay,,X,
582,Deutschland von oben,,280,BluRay,,,
583,Die Lincoln Verschwörung,,122,BluRay,,X,
584,Das Bourne Vermächtnis,,135,BluRay,,,
585,Battleship,,131,BluRay,,,
586,Ruby & Quentin,Der Killer und die Klette,84,DVD,,,
587,The Big Bang Theory,Season 1,,DVD,,,
588,The Big Bang Theory,Season 2,,DVD,,,
589,The Big Bang Theory,Season 3,,DVD,,,
590,The Big Bang Theory,Season 4,,DVD,,,
,RED 2,,,DVD (T),,,
,Sabotage,,,DVD (T),,,
,Game of Thrones,Season 3,,DVD (T),,,
,96 Hours - Taken 2,,,DVD (T),,,
,White House Down,,,DVD (T),,,
,Numbers Station,,,DVD (T),,,
,2Guns,,,DVD (T),,,
,Last Vegas,,,DVD (T),,,
,Malavita - Die Familie,,,DVD (T),,,
,Tribute von Panem: Catching Fire,,,DVD (T),,,
,Auge um Auge,,,BR (T),,,
,300: Rise of an empire,,,BR (T),,,
,Non-Stop,,,BR (T),,,
,Die Schaden Freundinnen,,,DVD (T),,,
,Trancende,,,DVD (T),,,
,Escape Plan,,,DVD (T),,,
,Homefront,,,BR (T),,,
,Snitch - Ein riskanter deal,,,BR (T),,,
,Das hält kein Jahr,,,BR (T),,,
,Reasonable Doubt,,,BR (T),,,
,Wir sind die Millers,,,BR (T),,,
,Das Erstaunliche Leben des Walter Mitty,,,BR (T),,,
,Pacific Rim,,,BR (T),,,
,Payback,Heute ist Zahltag,,BluRay,,,
,Safe,Todsicher,,BluRay,,,
,Stirb Langsam - Ein guter Tag zum Sterben,,,BluRay,,,
,The American,,,BluRay,,,
,War,,,BluRay,,,
,Red Dawn,,,BluRay,,,
,Bad Neighbours,,,BR (T),,,
,The Double,,,BR (T),,,
,Hangover 3,,,BR (T),,,
,Snowpearcer,,,BR (T),,,
,Soldiers of fortune,,,BluRay,,,
,The Watch,Nachbarn der 3. Art,,BluRay,,,
,The Town,Stadt ohne Gnade,,BluRay,,,
,Operation: Kingdom,,,BluRay,,,
,Trust,Die Spur führt ins Netz,,BluRay,,,
,The Guard,,,BluRay,,,
,Cloudy with a chance of meetballs 2,,,BR (T),,,
,The return of the first Avenger,,,BR (T),,,
,Rio 2,,,BR (T),,,
,G.I. Joe - Retaliation,,,BR (T),,,
,Zugelassen,Gib der Liebe eine Chance,,BR (T),,,
,Broken City,,,BR (T),,,
